"","TagId","visit_start","visit_end","duration","YMDL","span","visit_num","TAIR","RELH","PRES","WSPD","SRAD"
"10597","61780778",2021-03-28 08:54:00,2021-03-28 09:00:00,360,2021-03-28,NA,1,2.5,64,883.08,4.4,203
"10628","61780778",2021-03-28 09:39:00,2021-03-28 09:39:00,0,2021-03-28,2340,2,7.2,44,883.05,6,372
"10647","661E2D52",2021-01-20 11:09:00,2021-01-20 11:12:00,180,2021-01-20,NA,1,7.8,45,874.88,8,481
"10651","661E2D52",2021-01-21 13:45:00,2021-01-21 13:51:00,360,2021-01-21,NA,1,14.5,26,868.81,3.6,523
"10656","661E2D52",2021-01-21 14:21:00,2021-01-21 14:21:00,0,2021-01-21,1800,2,14.2,26,868.6,2.5,650
"10657","661E2D52",2021-01-24 13:18:00,2021-01-24 13:18:00,0,2021-01-24,NA,1,0.3,69,868.63,2.2,661
"10658","661E2D52",2021-01-25 16:21:00,2021-01-25 16:24:00,180,2021-01-25,NA,1,3.3,56,862.12,7.7,311
"10661","661E2D52",2021-01-27 15:27:00,2021-01-27 15:30:00,180,2021-01-27,NA,1,7.5,29,878.66,7.7,479
"10664","661E2D52",2021-01-28 08:36:00,2021-01-28 08:39:00,180,2021-01-28,NA,1,0.8,37,879.16,7.6,60
"10674","661E2D52",2021-01-28 10:24:00,2021-01-28 10:27:00,180,2021-01-28,6300,2,4.9,30,879.31,9.3,265
"10679","661E2D52",2021-01-28 13:51:00,2021-01-28 13:51:00,0,2021-01-28,12240,3,11.6,13,878.18,8.7,362
"10680","661E2D52",2021-01-29 11:06:00,2021-01-29 11:09:00,180,2021-01-29,NA,1,9.8,28,870.12,6.3,261
"10683","661E2D52",2021-01-29 14:03:00,2021-01-29 14:06:00,180,2021-01-29,10440,2,18.9,8,866.97,9.5,385
"10689","661E2D52",2021-01-31 09:39:00,2021-01-31 09:42:00,180,2021-01-31,NA,1,3.9,49,883.88,6.9,293
"10692","661E2D52",2021-01-31 11:36:00,2021-01-31 11:36:00,0,2021-01-31,6840,2,8.3,35,884.56,10.4,587
"10693","661E2D52",2021-02-01 08:39:00,2021-02-01 08:45:00,360,2021-02-01,NA,1,-0.8,71,882.08,4.5,109
"10703","661E2D52",2021-02-01 09:51:00,2021-02-01 09:51:00,0,2021-02-01,3960,2,6.3,47,881.76,7.7,341
"10704","661E2D52",2021-02-01 10:06:00,2021-02-01 10:39:00,1980,2021-02-01,900,3,7.5,43,881.74,7.5,384
"10747","661E2D52",2021-02-01 11:15:00,2021-02-01 11:18:00,180,2021-02-01,2160,4,11,34,881.07,10.9,502
"10752","661E2D52",2021-02-01 15:15:00,2021-02-01 15:18:00,180,2021-02-01,14220,5,15.7,23,877.11,10.3,628
"10759","661E2D52",2021-02-02 09:03:00,2021-02-02 09:06:00,180,2021-02-02,NA,1,2.8,54,874.17,4.1,156
"10761","661E2D52",2021-02-02 09:27:00,2021-02-02 09:30:00,180,2021-02-02,1260,2,6.9,42,874.22,3.6,269
"10763","661E2D52",2021-02-02 14:06:00,2021-02-02 14:06:00,0,2021-02-02,16560,3,19.8,7,872.7,5.6,637
"10764","661E2D52",2021-02-03 09:18:00,2021-02-03 09:21:00,180,2021-02-03,NA,1,6.9,55,867.75,4.1,198
"10771","661E2D52",2021-02-03 09:54:00,2021-02-03 09:54:00,0,2021-02-03,1980,2,9.5,49,867.97,2.8,384
"10773","661E2D52",2021-02-04 09:27:00,2021-02-04 09:33:00,360,2021-02-04,NA,1,1.4,66,871.87,8.9,191
"10775","661E2D52",2021-02-06 15:54:00,2021-02-06 15:54:00,0,2021-02-06,NA,1,8.9,21,868.81,1.4,454
"10781","661E2D52",2021-02-07 10:39:00,2021-02-07 10:39:00,0,2021-02-07,NA,1,-2.4,96,865.76,1.3,497
"10782","661E2D52",2021-02-07 15:51:00,2021-02-07 15:51:00,0,2021-02-07,18720,2,12.7,27,862.38,7,344
"10785","661E2D52",2021-02-09 11:18:00,2021-02-09 11:21:00,180,2021-02-09,NA,1,-8.6,92,873.91,NA,221
"10788","661E2D52",2021-02-09 13:21:00,2021-02-09 13:21:00,0,2021-02-09,7200,2,-7.6,93,872.62,NA,196
"10789","661E2D52",2021-02-09 15:24:00,2021-02-09 15:24:00,0,2021-02-09,7380,3,-7.6,93,871.87,NA,104
"10793","661E2D52",2021-02-10 09:39:00,2021-02-10 09:39:00,0,2021-02-10,NA,1,-10.3,90,874.78,NA,72
"10796","661E2D52",2021-02-12 08:30:00,2021-02-12 08:30:00,0,2021-02-12,NA,1,-14.7,86,877.25,NA,20
"10797","661E2D52",2021-02-12 09:09:00,2021-02-12 09:09:00,0,2021-02-12,2340,2,-15.1,86,877.31,NA,39
"10798","661E2D52",2021-02-12 09:45:00,2021-02-12 09:45:00,0,2021-02-12,2160,3,-15.2,86,877.62,NA,65
"10800","661E2D52",2021-02-12 13:06:00,2021-02-12 13:12:00,360,2021-02-12,12060,4,-14.1,87,875.29,NA,149
"10808","661E2D52",2021-02-12 14:57:00,2021-02-12 15:03:00,360,2021-02-12,6300,5,-13.9,87,873.81,NA,129
"10813","661E2D52",2021-02-12 17:30:00,2021-02-12 17:30:00,0,2021-02-12,8820,6,-14.4,87,873.23,NA,47
"10815","661E2D52",2021-02-13 08:24:00,2021-02-13 08:24:00,0,2021-02-13,NA,1,-16.1,85,875.55,NA,15
"10821","661E2D52",2021-02-13 09:18:00,2021-02-13 09:21:00,180,2021-02-13,3240,2,-16.1,85,875.4,NA,53
"10824","661E2D52",2021-02-13 12:30:00,2021-02-13 12:36:00,360,2021-02-13,11340,3,-15.4,86,875.11,NA,318
"10828","661E2D52",2021-02-13 14:27:00,2021-02-13 14:33:00,360,2021-02-13,6660,4,-14.5,86,873.19,NA,210
"10839","661E2D52",2021-02-13 14:57:00,2021-02-13 15:00:00,180,2021-02-13,1440,5,-14.4,87,873.05,NA,218
"10844","661E2D52",2021-02-13 17:45:00,2021-02-13 17:51:00,360,2021-02-13,9900,6,-14.5,86,872.16,NA,33
"10859","661E2D52",2021-02-14 11:36:00,2021-02-14 11:36:00,0,2021-02-14,NA,1,-19.8,80,879.28,7.3,617
"10860","661E2D52",2021-02-20 10:06:00,2021-02-20 10:06:00,0,2021-02-20,NA,1,5.3,52,872.77,3.7,480
"10862","661E2D52",2021-02-22 09:57:00,2021-02-22 09:57:00,0,2021-02-22,NA,1,7.6,33,875.55,2.1,463
"10865","661E2D52",2021-02-23 10:18:00,2021-02-23 10:18:00,0,2021-02-23,NA,1,13.6,23,868.63,10.1,534
"10866","661E2D52",2021-02-24 09:06:00,2021-02-24 09:06:00,0,2021-02-24,NA,1,1.1,52,878.67,4.9,305
"10867","661E2D52",2021-02-24 09:48:00,2021-02-24 09:51:00,180,2021-02-24,2520,2,2.1,49,878.8,5.8,439
"10879","661E2D52",2021-02-24 10:54:00,2021-02-24 10:54:00,0,2021-02-24,3780,3,3.6,44,878.88,4.3,618
"10880","661E2D52",2021-02-24 11:30:00,2021-02-24 11:30:00,0,2021-02-24,2160,4,4.9,35,878.84,4,700
"10882","661E2D52",2021-02-25 09:30:00,2021-02-25 09:30:00,0,2021-02-25,NA,1,-0.7,50,882.33,1.6,121
"10888","661E2D52",2021-02-25 09:48:00,2021-02-25 09:51:00,180,2021-02-25,1080,2,-0.5,48,882.23,1.6,145
"10895","661E2D52",2021-02-25 12:03:00,2021-02-25 12:03:00,0,2021-02-25,7920,3,1.7,36,881.69,3.2,332
"10905","661E2D52",2021-02-28 09:36:00,2021-02-28 09:36:00,0,2021-02-28,NA,1,1.2,36,875.33,9.7,431
"10907","661E2D52",2021-03-01 09:45:00,2021-03-01 09:48:00,180,2021-03-01,NA,1,2.2,39,883.44,4.6,471
"10909","661E2D52",2021-03-01 11:45:00,2021-03-01 11:45:00,0,2021-03-01,7020,2,6,24,883.88,1.4,763
"10911","661E2D52",2021-03-02 08:24:00,2021-03-02 08:24:00,0,2021-03-02,NA,1,0.3,34,875.6,6.7,187
"10913","661E2D52",2021-03-02 08:54:00,2021-03-02 08:54:00,0,2021-03-02,1800,2,2.9,30,875.81,6.6,293
"10914","661E2D52",2021-03-02 09:39:00,2021-03-02 09:39:00,0,2021-03-02,2700,3,6.6,22,875.6,5.9,451
"10915","661E2D52",2021-03-02 15:36:00,2021-03-02 15:36:00,0,2021-03-02,21420,4,19.6,7,870.48,9.9,628
"10919","661E2D52",2021-03-03 08:39:00,2021-03-03 08:42:00,180,2021-03-03,NA,1,5,28,871.44,5.5,246
"10923","661E2D52",2021-03-03 16:06:00,2021-03-03 16:06:00,0,2021-03-03,26640,2,21.1,8,871.51,5.5,537
"10924","661E2D52",2021-03-03 18:09:00,2021-03-03 18:12:00,180,2021-03-03,7380,3,17.9,10,871.77,4.5,121
"10937","661E2D52",2021-03-04 08:15:00,2021-03-04 08:18:00,180,2021-03-04,NA,1,4.1,41,870.05,0.5,58
"10946","661E2D52",2021-03-04 09:12:00,2021-03-04 09:12:00,0,2021-03-04,3240,2,6.7,32,870.16,1.9,359
"10947","661E2D52",2021-03-04 10:54:00,2021-03-04 10:54:00,0,2021-03-04,6120,3,16.6,14,868.89,6.2,645
"10949","661E2D52",2021-03-04 11:09:00,2021-03-04 11:21:00,720,2021-03-04,900,4,17.8,14,868.72,7.1,692
"10957","661E2D52",2021-03-06 09:18:00,2021-03-06 09:18:00,0,2021-03-06,NA,1,7.3,68,880.35,4.8,391
"10966","661E2D52",2021-03-06 09:48:00,2021-03-06 09:48:00,0,2021-03-06,1800,2,10.1,58,880.03,6.8,494
"10974","661E2D52",2021-03-06 10:03:00,2021-03-06 10:03:00,0,2021-03-06,900,3,11,54,879.77,7.9,543
"10982","661E2D52",2021-03-06 14:45:00,2021-03-06 14:45:00,0,2021-03-06,16920,4,17,21,875.73,11.7,692
"10999","661E2D52",2021-03-07 08:18:00,2021-03-07 08:21:00,180,2021-03-07,NA,1,2.4,65,875.4,7.1,182
"11019","661E2D52",2021-03-07 08:39:00,2021-03-07 08:39:00,0,2021-03-07,1080,2,3.9,61,875.72,7.8,254
"11020","661E2D52",2021-03-07 09:42:00,2021-03-07 09:42:00,0,2021-03-07,3780,3,8.5,47,875.64,11.4,479
"11025","661E2D52",2021-03-07 11:03:00,2021-03-07 11:03:00,0,2021-03-07,4860,4,13.5,34,876.01,10.3,706
"11026","661E2D52",2021-03-07 14:03:00,2021-03-07 14:03:00,0,2021-03-07,10800,5,20.4,16,874.85,5.5,817
"11027","661E2D52",2021-03-07 16:27:00,2021-03-07 16:27:00,0,2021-03-07,8640,6,21.4,15,874.5,6.8,481
"11030","661E2D52",2021-03-08 09:06:00,2021-03-08 09:12:00,360,2021-03-08,NA,1,7.7,53,875.34,8.5,354
"11077","661E2D52",2021-03-08 09:48:00,2021-03-08 09:48:00,0,2021-03-08,2160,2,10.1,45,875.43,8.6,410
"11090","661E2D52",2021-03-08 10:03:00,2021-03-08 10:12:00,540,2021-03-08,900,3,11.7,41,875.55,9,658
"11094","661E2D52",2021-03-08 10:45:00,2021-03-08 10:45:00,0,2021-03-08,1980,4,14.4,33,875.55,8.9,318
"11111","661E2D52",2021-03-08 11:54:00,2021-03-08 11:54:00,0,2021-03-08,4140,5,17.9,25,875.23,12.7,437
"11116","661E2D52",2021-03-08 14:18:00,2021-03-08 14:18:00,0,2021-03-08,8640,6,22.1,20,872.97,12.9,899
"11121","661E2D52",2021-03-08 14:48:00,2021-03-08 14:48:00,0,2021-03-08,1800,7,22.9,18,872.74,12,521
"11123","661E2D52",2021-03-08 15:00:00,2021-03-08 15:00:00,0,2021-03-08,720,8,23,16,872.57,13.6,694
"11127","661E2D52",2021-03-09 08:12:00,2021-03-09 08:12:00,0,2021-03-09,NA,1,10.6,44,869.65,6.4,270
"11128","661E2D52",2021-03-09 09:06:00,2021-03-09 09:09:00,180,2021-03-09,3240,2,13.6,33,869.56,8,362
"11135","661E2D52",2021-03-09 11:15:00,2021-03-09 11:15:00,0,2021-03-09,7560,3,18.9,22,869,9.8,435
"11139","661E2D52",2021-03-09 15:00:00,2021-03-09 15:00:00,0,2021-03-09,13500,4,23.1,13,865.97,8.6,300
"11152","661E2D52",2021-03-10 08:48:00,2021-03-10 08:48:00,0,2021-03-10,NA,1,10.6,29,866.49,8.3,314
"11158","661E2D52",2021-03-10 13:33:00,2021-03-10 13:33:00,0,2021-03-10,17100,2,18.1,9,866.29,12.2,838
"11165","661E2D52",2021-03-10 16:12:00,2021-03-10 16:15:00,180,2021-03-10,9540,3,19,8,865.79,10.4,542
"11170","661E2D52",2021-03-11 08:24:00,2021-03-11 08:24:00,0,2021-03-11,NA,1,-0.1,79,876.12,5.5,221
"11181","661E2D52",2021-03-11 10:27:00,2021-03-11 10:27:00,0,2021-03-11,7380,2,4.1,60,877.03,5.6,635
"11182","661E2D52",2021-03-11 16:51:00,2021-03-11 16:51:00,0,2021-03-11,23040,3,12.8,33,873.23,7.2,408
"11185","661E2D52",2021-03-12 10:09:00,2021-03-12 10:12:00,180,2021-03-12,NA,1,3.9,98,878.1,3.9,145
"11187","661E2D52",2021-03-14 10:00:00,2021-03-14 10:00:00,0,2021-03-14,NA,1,2.5,76,859.96,6.6,371
"11189","661E2D52",2021-03-14 13:33:00,2021-03-14 13:33:00,0,2021-03-14,12780,2,10.2,41,859.04,8.3,825
"11190","661E2D52",2021-03-14 15:12:00,2021-03-14 15:15:00,180,2021-03-14,5940,3,6.9,54,858.65,12.4,101
"11202","661E2D52",2021-03-14 15:27:00,2021-03-14 15:30:00,180,2021-03-14,720,4,6.8,54,858.67,1.8,281
"11214","661E2D52",2021-03-15 10:06:00,2021-03-15 10:09:00,180,2021-03-15,NA,1,2.7,70,867.85,10.5,409
"11219","661E2D52",2021-03-15 10:48:00,2021-03-15 10:48:00,0,2021-03-15,2340,2,3.3,69,868.61,9.1,454
"11222","661E2D52",2021-03-15 11:39:00,2021-03-15 11:39:00,0,2021-03-15,3060,3,4.8,66,868.35,6.6,685
"11235","661E2D52",2021-03-15 14:51:00,2021-03-15 14:51:00,0,2021-03-15,11520,4,10,42,866.95,4.2,831
"11239","661E2D52",2021-03-15 16:09:00,2021-03-15 16:09:00,0,2021-03-15,4680,5,12.2,35,866.05,7.2,500
"11240","661E2D52",2021-03-16 10:03:00,2021-03-16 10:03:00,0,2021-03-16,NA,1,6.9,63,865.06,5.2,390
"11254","661E2D52",2021-03-16 10:30:00,2021-03-16 10:30:00,0,2021-03-16,1620,2,8.3,61,865.13,5.3,494
"11264","661E2D52",2021-03-16 10:54:00,2021-03-16 10:54:00,0,2021-03-16,1440,3,9,60,865.15,5.6,558
"11268","661E2D52",2021-03-16 11:27:00,2021-03-16 11:27:00,0,2021-03-16,1980,4,9.4,60,865.13,6.7,660
"11273","661E2D52",2021-03-16 12:36:00,2021-03-16 12:39:00,180,2021-03-16,4140,5,10.8,56,864.83,5.6,809
"11291","661E2D52",2021-03-16 14:54:00,2021-03-16 14:57:00,180,2021-03-16,8100,6,12.5,52,863.96,4.9,849
"11298","661E2D52",2021-03-16 15:15:00,2021-03-16 15:24:00,540,2021-03-16,1080,7,13.1,50,863.71,5.8,816
"11312","661E2D52",2021-03-17 19:30:00,2021-03-17 19:33:00,180,2021-03-17,NA,1,4.2,52,875.26,10.6,70
"11346","661E2D52",2021-03-18 10:12:00,2021-03-18 10:12:00,0,2021-03-18,NA,1,3.6,49,881.41,4.8,447
"11360","661E2D52",2021-03-18 14:18:00,2021-03-18 14:18:00,0,2021-03-18,14760,2,10.4,32,881.22,3.9,892
"11362","661E2D52",2021-03-19 10:30:00,2021-03-19 10:30:00,0,2021-03-19,NA,1,4.7,69,882.85,8.6,498
"11367","661E2D52",2021-03-19 16:15:00,2021-03-19 16:18:00,180,2021-03-19,20700,2,15.2,33,878.56,9.3,707
"11373","661E2D52",2021-03-20 09:48:00,2021-03-20 09:51:00,180,2021-03-20,NA,1,6.5,58,876.17,11.9,357
"11393","661E2D52",2021-03-20 12:42:00,2021-03-20 12:45:00,180,2021-03-20,10260,2,15.7,31,874.59,15.3,830
"11399","661E2D52",2021-03-21 08:03:00,2021-03-21 08:03:00,0,2021-03-21,NA,1,4,67,868.12,7.1,14
"11400","661E2D52",2021-03-21 08:45:00,2021-03-21 08:45:00,0,2021-03-21,2520,2,6.3,59,868.37,6.6,138
"11401","661E2D52",2021-03-21 10:57:00,2021-03-21 10:57:00,0,2021-03-21,7920,3,15.9,31,869.6,4.4,603
"11408","661E2D52",2021-03-21 12:42:00,2021-03-21 12:42:00,0,2021-03-21,6300,4,18.9,17,869.35,3.6,491
"11409","661E2D52",2021-03-21 15:54:00,2021-03-21 15:57:00,180,2021-03-21,11520,5,19.6,24,868,5.7,802
"11411","661E2D52",2021-03-22 10:48:00,2021-03-22 10:48:00,0,2021-03-22,NA,1,2,96,866.38,11.2,72
"11413","661E2D52",2021-03-23 09:27:00,2021-03-23 09:30:00,180,2021-03-23,NA,1,3.4,78,864.85,6.3,297
"11421","661E2D52",2021-03-23 09:54:00,2021-03-23 09:54:00,0,2021-03-23,1440,2,4.7,75,865.2,6.6,388
"11429","661E2D52",2021-03-23 10:15:00,2021-03-23 10:18:00,180,2021-03-23,1260,3,5.9,68,865.39,10.9,480
"11435","661E2D52",2021-03-23 10:57:00,2021-03-23 11:00:00,180,2021-03-23,2340,4,7,61,865.37,10,610
"11453","661E2D52",2021-03-23 11:18:00,2021-03-23 11:18:00,0,2021-03-23,1080,5,7.6,57,865.52,10.3,668
"11465","661E2D52",2021-03-23 11:36:00,2021-03-23 11:36:00,0,2021-03-23,1080,6,8.1,54,865.57,10.8,719
"11466","661E2D52",2021-03-23 12:42:00,2021-03-23 12:45:00,180,2021-03-23,3960,7,9.6,49,865.4,9.6,850
"11483","661E2D52",2021-03-23 16:15:00,2021-03-23 16:15:00,0,2021-03-23,12600,8,12.2,38,864.73,9.7,790
"11486","661E2D52",2021-03-24 10:51:00,2021-03-24 10:51:00,0,2021-03-24,NA,1,2,71,870.82,8.1,59
"11494","661E2D52",2021-03-24 11:09:00,2021-03-24 11:09:00,0,2021-03-24,1080,2,2.1,72,870.79,8.5,46
"11504","661E2D52",2021-03-24 11:21:00,2021-03-24 11:21:00,0,2021-03-24,720,3,2,75,870.67,8.9,46
"11518","661E2D52",2021-03-24 13:15:00,2021-03-24 13:15:00,0,2021-03-24,6840,4,1.2,78,871.2,6.1,89
"11519","661E2D52",2021-03-25 10:45:00,2021-03-25 10:51:00,360,2021-03-25,NA,1,3.8,81,866.94,6.2,581
"11529","661E2D52",2021-03-25 11:06:00,2021-03-25 11:09:00,180,2021-03-25,900,2,4.4,81,866.85,5.7,655
"11535","661E2D52",2021-03-25 12:45:00,2021-03-25 12:45:00,0,2021-03-25,5760,3,7.2,68,865.64,6.1,865
"11553","661E2D52",2021-03-25 13:18:00,2021-03-25 13:18:00,0,2021-03-25,1980,4,8.3,63,865.31,6.6,897
"11567","661E2D52",2021-03-25 14:00:00,2021-03-25 14:00:00,0,2021-03-25,2520,5,9.8,55,864.95,5.1,917
"11569","661E2D52",2021-03-25 15:06:00,2021-03-25 15:06:00,0,2021-03-25,3960,6,11.1,40,864.25,2.3,895
